,Video Type 1,,,Video Type 2,,,Video Type 3,,,Video Type 4,,,Video Type 5,,,Video Type 6,,,Video Type 7,,,Video Type 8,,,Video Type 9,,,Video Type 10,,,Video Type 11,,,Video Type 12,,,Video Type Duplicate,,,Video Type Duplicate,,
,,,,,,,,,,,,,,,,,,,,,,23,n/a,stuck to wall,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,8,n/a,stuck to wall,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,43,n/a,stuck to wall,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,46,n/a,collision plus stuck to wall,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,19,n/a,collision plus stuck to wall,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,78.3,Left Wheel Zero,62,76,Left Wheel Zero,2,37.3,Prox Sensor Random,44,26.3,Prox Sensor Random,9,49.4,Left Wheel Zero,48,43.1,Left Wheel Zero,7,30.3,Prox Sensor Random,2,51.5,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,47.2,Left Wheel Zero,51,64.4,Left Wheel Zero,9,14.8,Prox Sensor Random,36,3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 29,Seed 119,Exp 8,,Seed 129,Exp 3,,Seed 118,Exp 1,,Seed 122,Exp 6,,Seed 155,Exp 9,,Seed 169,Exp 11,,Seed 134,Exp 10,,Seed 146,Exp 4,,Seed 225,Exp 12,,Seed 253,Exp 7,,Seed 206,Exp 2,,Seed 236,Exp 5,,,,,,,
Guesses,2,26,n/a,NONE,NONE,NONE,9,10,n/a,63,90,Prox issue,3,104,wheel issue,13,115,Prox issue,0,80,wheel issue,54,150,n/a,3,90,prox issue,37,189,n/a,2,121,wheel issue,NONE,NONE,NONE,,,,,,
,2-Revoke,45,n/a,,,,9-Revoke,30,n/a,63-Revoke,150,n/a,,,,,,,,,,54-Revoke,180,n/a,0,131,prox issue,,,,,,,,,,,,,,,
,10,189,stopped,,,,n/a,n/a,No faults,,,,,,,,,,,,,,,,0-Revoke,155,n/a,,,,,,,,,,,,,,,
,10-Revoke,195,n/a,,,,,,,,,,,,,,,,,,,,,,4,180,wheel issue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,68.3,Prox Sensor Random,13,69.3,Prox Sensor Random,0,74.6,Left Wheel Zero,37,11.4,Left Wheel Zero,4,49.8,Left Wheel Zero,27,31.6,Prox Sensor Random,2,58.5,Left Wheel Zero,39,35.4,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3,66.4,Prox Sensor Random,43,63,Prox Sensor Random,10,61.7,Left Wheel Zero,51,63.3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 30,Seed 111,Exp 2,,Seed 121,Exp 11,,Seed 120,Exp 8,,Seed 124,Exp 12,,Seed 131,Exp 7,,Seed 149,Exp 3,,Seed 160,Exp 5,,Seed 170,Exp 1,,Seed 245,Exp 10,,Seed 237,Exp 6,,Seed 228,Exp 9,,Seed 216,Exp 4,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,6,196,stopped,NONE,NONE,NONE,0,86,Stopped,NONE,NONE,NONE,4,77,sensor problem,NONE,NONE,NONE,5,120,sensor problem,56,112,sensor problem,7,36,Stopped,36,138,wheel problem,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,120,sensor problem,,,,7,60,Looks like wheel problem,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2,150,sensor problem,26,148,wheel problem,(unofficial) 4,90,(first noticed),53,171,wheel problem,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150,sensor problem. Noticed maybe 60s ago. Thought it was just stuck on wall. ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,155,stopped,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Revoke,164,n/a,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,39,Left Wheel Zero,63,77.4,Left Wheel Zero,4,64.2,Prox Sensor Random,49,76.6,Prox Sensor Random,0,52,Prox Sensor Random,26,0,Left Wheel Zero,7,26.4,Left Wheel Zero,36,5.4,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5,74.8,Prox Sensor Random,56,37,Prox Sensor Random,4,10.3,Prox Sensor Random,53,0.3,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 31,Seed 113,Exp 7 (marked as 11),,Seed 123,Exp 12,,Seed 112,Exp 8,,Seed 126,Exp 5,,Seed 157 ,Exp 2,,Seed 161,Exp 6,,Seed 136,Exp 3,Check beacon,Seed 148,Exp 1,Check to make sure 46 isn't beacon,Seed 209,Exp 9,,Seed 213,Exp 11,,Seed 248,Exp 4,,Seed 260,Exp 10,,,,,,,
Guesses,11,60,went through food without becoming beacon?,3,30,prox sensor,5,90,beacon robot moved,NONE,NONE,NONE,6,39,,NONE,NONE,NONE,4,121,beacon robot moved,NONE,NONE,NONE,8,20,prox sensor,12 (From Cameron: 11?),113,wheel problem (did he mean 11),1,121,beacon robot moved,33,174,beacon robot moved,,,,,,
,4,110,wheel problem,3-Revoke,30,n/a (probably later),1,180,prox sensor,,,,4,127,,,,,,,,,,,4,110,fully stopped,1,180,beacon robot moved,,,,29,180,prox sensor,,,,,,
,4-revoke,110 (probably later),probably just close to wall,,,,,,,,,,6-Revoke,39,n/a (seems like it was after 127 seconds since it's written after. I think they just put down the time of the guess they were revoking).,,,,,,,,,,6,178,fully stopped,63,195,fully stopped,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,34.7,Prox Sensor Random,0,63.6,Prox Sensor Random,1,21.1,Left Wheel Zero,46,11.1,Left Wheel Zero,4,60,Left Wheel Zero,63,30.4,Left Wheel Zero,1,74.6,Prox Sensor Random,43,5.9,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,58.6,Left Wheel Zero,11,57.1,Left Wheel Zero,8,46.7,Prox Sensor Random,16,37.1,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 32,Seed 113,Exp 7,,Seed 123,Exp 12,,Seed 112,Exp 8,,Seed 126,Exp 5,,Seed 157 ,Exp 2,,Seed 161,Exp 6,,Seed 136,Exp 3,,Seed 148,Exp 1,Check to make sure 46 isn't beacon,Seed 209,Exp 9,,Seed 213,Exp 11,,Seed 248,Exp 4,,Seed 260,Exp 10,,,,,,,
Guesses,1,195,Broken Sensor,NONE,NONE,No apparent issues,NONE,NONE,No apparent issues,NONE,NONE,No apparent issues,4,72,Broken Sensor,0,132,Broken Sensor,1,95,Broken Wheel,NONE,NONE,NONE,6,112,Broken Wheel,63,104,Broken Wheel,1,101,Broken Sensor,28,167,,,,,,,
Same videos as user 31,,,,,,,,,,,,,,,,,,,4,138,Beacon Moved,,,,4,125,Broken Wheel,,,,8,175,Broken Sensor,16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,34.7,Prox Sensor Random,0,63.6,Prox Sensor Random,1,21.1,Left Wheel Zero,46,11.1,Left Wheel Zero,4,60,Left Wheel Zero,63,30.4,Left Wheel Zero,1,74.6,Prox Sensor Random,43,5.9,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,58.6,Left Wheel Zero,11,57.1,Left Wheel Zero,8,46.7,Prox Sensor Random,16,37.1,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 33,Seed 117,Exp 4,,Seed 127,Exp 7,,Seed 116,Exp 12,,Seed 130,Exp 3,,Seed 159,Exp 6,,Seed 163,Exp 9,,Seed 138,Exp 8,,Seed 150,Exp 5,,Seed 247,Exp 10,,Seed 239,Exp 11,,Seed 230,Exp 2,,Seed 218,Exp 1,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,6,34,Touched food first still passed through it,NONE,NONE,NONE,11,179,Robot stopped for about 5 secs and then started moving,NONE,NONE,NONE,7,125,Robot stopped for a few secs and then started moving,NONE,NONE,NONE,9,182,Stuck in corner -> Minimal movement,11,170,Proximity sensor issue,0,60,1st robot to find food but went past it.,NONE,NONE,NONE,,,,,,
,,,,,,,3,173,Stopped for a few secs and then started moving,,,,,,,,,,,,,,,,,,,,,,5,120,Wheel problem,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,11.4,Prox Sensor Random,31,40.2,Prox Sensor Random,9,16.4,Left Wheel Zero,4,1,Left Wheel Zero,9,65.7,Prox Sensor Random,20,50.7,Left Wheel Zero,5,75.9,Left Wheel Zero,17,5.7,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,62.4,Prox Sensor Random,11,55.9,Prox Sensor Random,13,3.9,Prox Sensor Random,43,21.7,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 34,Seed 119,Exp 10,,Seed 129,Exp 4,,Seed 118,Exp 11,,Seed 122,Exp 3,,Seed 135,Exp 1,,Seed 143,Exp 6,,Seed 154,Exp 9,,Seed 164,Exp 7,,Seed 201,Exp 5,,Seed 215,Exp 12,,Seed 250,Exp 2,,Seed 252,Exp 8,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,12,40,Becon moved,7,102,Stuck near wall for a long time,6,149,Stuck near food for a long time,NONE,NONE,NONE,7,71,Robot stopped moving,28,60,"Moves very slowly, stuck in (Gray?) area",8,74,"robot moves very slowly, even thought no other robot surrounds it",48,150,Stopped moving,,,,,,
,,,,,,,,,,,,,12-Revoke,n/a,n/a,7-Revoke,n/a,n/a,,,,,,,4,118,Robot stopped moving,,,,8-Revoke,n/a,n/a,,,,,,,,,
,,,,,,,,,,,,,11,75,wheel fault,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11,13.3,Left Wheel Zero,41,21.9,Left Wheel Zero,11,70.1,Prox Sensor Random,5,40.1,Prox Sensor Random,4,28.6,Left Wheel Zero,63,10.9,Left Wheel Zero,1,1.5,Prox Sensor Random,31,26.4,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,7,57.4,Right Wheel Zero,16,70.7,Left Wheel Zero,5,26.4,Prox Sensor Random,48,65.5,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 0,,,,Seed 127,Exp 5,,Seed 112,Exp 2,,,,,Seed 155,Exp 3,,Seed 143,Exp 1,,Seed 140,Exp 4,,Seed 168,Exp 6,,,,,,,,,,,,,,,,,,,
Guesses,,,,8,17,n/a,3,123,n/a,,,,4,45,n/a,43,32,n/a,20,72,n/a,50,23,n/a,,,,,,,,,,,,,,,,,,
,,,,3,30,n/a,,,,,,,12,123,n/a,7,59,n/a,43,102,n/a,41,29,n/a,,,,,,,,,,,,,,,,,,
,,,,15,46,n/a,,,,,,,,,,46,73,n/a,6,130,n/a,14,39,n/a,,,,,,,,,,,,,,,,,,
,,,,8-Revoke,52,n/a,,,,,,,,,,53,85,n/a,35,148,n/a,33,49,n/a,,,,,,,,,,,,,,,,,,
,,,,1,72,n/a,,,,,,,,,,14,112,n/a,2,195,n/a,15,76,n/a,,,,,,,,,,,,,,,,,,
,,,,12,92,n/a,,,,,,,,,,31,159,n/a,,,,23,109,n/a,,,,,,,,,,,,,,,,,,
,,,,3-Revoke,99,n/a,,,,,,,,,,32,159,n/a,,,,11,115,n/a,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,50,174,n/a,,,,56,134,n/a,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,62,174,n/a,,,,8,183,n/a,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,17,183,n/a,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guesses 2,,,,Seed 121,Exp 11,,Seed 116,Exp 12,,,,,,,,Seed 161,Exp 7,,Seed 156,Exp 8,,,,,,,,,,,,,,,,,,,,,,
,,,,46,33,n/a,10,37,,,,,,,,51,25,n/a,6,8,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,19,74,n/a,9,71,,,,,,,,0,69,n/a,2,48,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,24,115,n/a,,,,,,,,,,54,96,n/a,7,117,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,4,116,n/a,,,,,,,,,,23,112,n/a,10,138,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,19,135,n/a,,,,,,,,,,54-Revoke,140,n/a,15,162,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,17,186,n/a,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values 2,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guesses 3,,,,,,,,,,,,,,,,Seed 141,Exp 9,,Seed 136,Exp 10,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,22,59,n/a,1,39,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,82,n/a,8,121,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,42,102,n/a,7,122,n/a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,59,124,n/a,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,29,152,n/a,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,31,172,n/a,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values 3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
